Year,Aruba
1961,68.26219834
1962,68.00692564
1963,68.69604737
1964,69.05248454
1965,69.2769976
1966,69.52707193
1967,69.27274219
1968,69.5360253
1969,69.2757342
1970,69.44695506
1971,69.48516575
1972,69.92544126
1973,70.06777719
1974,70.30593937
1975,70.17440869
1976,70.3191489
1977,70.24237315
1978,70.14793211
1979,70.23939699
1980,69.89024445
1981,70.37146867
1982,70.45513347
1983,70.38961177
1984,70.34901724
1985,70.31275918
1986,70.56491782
1987,70.61176333
1988,70.86170823
1989,70.73197226
1990,70.65633134
1991,70.5752213
1992,70.73283713
1993,70.84598662
1994,70.86954394
1995,71.02542143
1996,71.33605802
1997,71.51725807
1998,71.89823768
1999,72.18456107
2000,72.71972472
2001,73.09614819
2002,73.24241549
2003,73.38225278
2004,73.737153
2005,73.83830018
2006,74.09260273
2007,74.25064872
2008,74.57595268
2009,74.93036393
2010,75.29396578
2011,75.88847488
2012,75.9934886
2013,76.35516299
2014,76.67562361
2015,76.59107024
2016,76.98893983
2017,77.03396591
Country_Name,Switzerland
1960,71.31341463
1961,71.64487805
1962,71.19609756
1963,71.18756098
1964,72.07780488
1965,72.20170732
1966,72.33560976
1967,72.63658537
1968,72.5902439
1969,72.61268293
1970,73.0202439
1971,73.13073171
1972,73.64439024
1973,73.94097561
1974,74.28707317
1975,74.66560976
1976,74.78536585
1977,75.23804878
1978,75.18731707
1979,75.46609756
1980,75.45926829
1981,75.69317073
1982,76.03390244
1983,76.03121951
1984,76.60853659
1985,76.73365854
1986,76.89902439
1987,77.19756098
1988,77.22658537
1989,77.42121951
1990,77.24243902
1991,77.51463415
1992,77.80609756
1993,78.08536585
1994,78.35
1995,78.41707317
1996,78.89609756
1997,79.0795122
1998,79.32439024
1999,79.5804878
2000,79.6804878
2001,80.1804878
2002,80.38536585
2003,80.53658537
2004,81.08780488
2005,81.23658537
2006,81.4902439
2007,81.74146341
2008,81.99268293
2009,82.04390244
2010,82.24634146
2011,82.69512195
2012,82.69756098
2013,82.79756098
2014,83.19756098
2015,82.89756098
2016,83.60243902
2017,83.60243902
Country_Name,Channel Islands
1960,70.739
1961,70.833
1962,70.928
1963,71.03
1964,71.143
1965,71.265
1966,71.391
1967,71.512
1968,71.623
1969,71.726
1970,71.823
1971,71.919
1972,72.02
1973,72.133
1974,72.261
1975,72.409
1976,72.58
1977,72.773
1978,72.983
1979,73.208
1980,73.439
1981,73.668
1982,73.89
1983,74.101
1984,74.3
1985,74.486
1986,74.66
1987,74.829
1988,75.004
1989,75.192
1990,75.41
1991,75.673
1992,75.988
1993,76.351
1994,76.755
1995,77.184
1996,77.616
1997,78.028
1998,78.406
1999,78.742
2000,79.037
2001,79.3
2002,79.548
2003,79.795
2004,80.045
2005,80.298
2006,80.553
2007,80.802
2008,81.041
2009,81.268
2010,81.483
2011,81.688
2012,81.883
2013,82.071
2014,82.252
2015,82.429
2016,82.6
2017,82.766
Country_Name,Chile
1960,57.219
1961,57.616
1962,58.031
1963,58.467
1964,58.927
1965,59.415
1966,59.931
1967,60.474
1968,61.044
1969,61.637
1970,62.254
1971,62.895
1972,63.555
1973,64.231
1974,64.917
1975,65.609
1976,66.307
1977,67.005
1978,67.698
1979,68.378
1980,69.033
1981,69.655
1982,70.239
1983,70.782
1984,71.282
1985,71.737
1986,72.148
1987,72.524
1988,72.872
1989,73.198
1990,73.509
1991,73.808
1992,74.1
1993,74.386
1994,74.671
1995,74.957
1996,75.244
1997,75.53
1998,75.813
1999,76.092
2000,76.366
2001,76.634
2002,76.894
2003,77.146
2004,77.391
2005,77.63
2006,77.865
2007,78.099
2008,78.33
2009,78.558
2010,78.779
2011,78.986
2012,79.176
2013,79.349
2014,79.504
2015,79.646
2016,79.779
2017,79.909
Country_Name,China
1960,43.725
1961,44.051
1962,44.783
1963,45.972
1964,47.592
1965,49.549
1966,51.696
1967,53.847
1968,55.843
1969,57.603
1970,59.085
1971,60.303
1972,61.344
1973,62.281
1974,63.134
1975,63.915
1976,64.631
1977,65.278
1978,65.857
1979,66.377
1980,66.844
1981,67.26
1982,67.627
1983,67.949
1984,68.231
1985,68.473
1986,68.673
1987,68.831
1988,68.954
1989,69.054
1990,69.145
1991,69.242
1992,69.355
1993,69.496
1994,69.67
1995,69.885
1996,70.14
1997,70.428
1998,70.737
1999,71.063
2000,71.397
2001,71.732
2002,72.061
2003,72.381
2004,72.689
2005,72.985
2006,73.271
2007,73.553
2008,73.835
2009,74.119
2010,74.409
2011,74.708
2012,75.013
2013,75.321
2014,75.629
2015,75.928
2016,76.21
2017,76.47
Country_Name,Cote d'Ivoire
1960,36.095
1961,36.948
1962,37.78
1963,38.583
1964,39.358
1965,40.115
1966,40.873
1967,41.647
1968,42.449
1969,43.276
1970,44.123
1971,44.979
1972,45.824
1973,46.64
1974,47.418
1975,48.147
1976,48.825
1977,49.456
1978,50.041
1979,50.579
1980,51.072
1981,51.525
1982,51.94
1983,52.314
1984,52.645
1985,52.922
1986,53.139
1987,53.286
1988,53.357
1989,53.35
1990,53.254
1991,53.062
1992,52.779
1993,52.423
1994,52.013
1995,51.569
1996,51.109
1997,50.657
1998,50.242
1999,49.891
2000,49.635
2001,49.495
2002,49.475
2003,49.572
2004,49.788
2005,50.12
2006,50.561
2007,51.091
2008,51.682
2009,52.313
2010,52.964
2011,53.62
2012,54.271
2013,54.906
2014,55.508
2015,56.065
2016,56.567
2017,57.017
Country_Name,Cameroon
1960,41.785
1961,42.255
1962,42.721
1963,43.182
1964,43.639
1965,44.095
1966,44.555
1967,45.025
1968,45.509
1969,46.008
1970,46.523
1971,47.053
1972,47.593
1973,48.135
1974,48.675
1975,49.205
1976,49.719
1977,50.213
1978,50.682
1979,51.123
1980,51.537
1981,51.933
1982,52.312
1983,52.67
1984,52.997
1985,53.273
1986,53.476
1987,53.591
1988,53.611
1989,53.536
1990,53.362
1991,53.088
1992,52.738
1993,52.343
1994,51.936
1995,51.554
1996,51.238
1997,51.009
1998,50.885
1999,50.878
2000,50.993
2001,51.222
2002,51.536
2003,51.908
2004,52.321
2005,52.76
2006,53.215
2007,53.681
2008,54.153
2009,54.627
2010,55.101
2011,55.581
2012,56.073
2013,56.576
2014,57.083
2015,57.583
2016,58.063
2017,58.511
Country_Name,"Congo, Dem. Rep."
1960,41.098
1961,41.312
1962,41.529
1963,41.755
1964,41.995
1965,42.257
1966,42.549
1967,42.868
1968,43.208
1969,43.563
1970,43.915
1971,44.247
1972,44.545
1973,44.804
1974,45.026
1975,45.222
1976,45.41
1977,45.609
1978,45.833
1979,46.086
1980,46.363
1981,46.651
1982,46.937
1983,47.208
1984,47.461
1985,47.705
1986,47.955
1987,48.221
1988,48.502
1989,48.787
1990,49.043
1991,49.225
1992,49.311
1993,49.302
1994,49.22
1995,49.111
1996,49.04
1997,49.066
1998,49.233
1999,49.557
2000,50.041
2001,50.667
2002,51.385
2003,52.144
2004,52.917
2005,53.675
2006,54.401
2007,55.091
2008,55.743
2009,56.35
2010,56.909
2011,57.427
2012,57.914
2013,58.381
2014,58.828
2015,59.254
2016,59.655
2017,60.026
Country_Name,"Congo, Rep."
1960,45.721
1961,46.338
1962,46.928
1963,47.486
1964,48.016
1965,48.517
1966,48.993
1967,49.448
1968,49.887
1969,50.313
1970,50.725
1971,51.126
1972,51.514
1973,51.888
1974,52.249
1975,52.6
1976,52.944
1977,53.282
1978,53.611
1979,53.927
1980,54.226
1981,54.506
1982,54.76
1983,54.978
1984,55.15
1985,55.26
1986,55.294
1987,55.247
1988,55.119
1989,54.917
1990,54.638
1991,54.281
1992,53.867
1993,53.424
1994,52.984
1995,52.583
1996,52.252
1997,52.016
1998,51.899
1999,51.925
2000,52.123
2001,52.517
2002,53.091
2003,53.817
2004,54.667
2005,55.6
2006,56.573
2007,57.541
2008,58.466
2009,59.321
2010,60.093
2011,60.785
2012,61.423
2013,62.022
2014,62.582
2015,63.097
2016,63.556
2017,63.954
Country_Name,Colombia
1960,57.269
1961,57.813
1962,58.329
1963,58.825
1964,59.308
1965,59.784
1966,60.257
1967,60.729
1968,61.201
1969,61.675
1970,62.152
1971,62.629
1972,63.105
1973,63.578
1974,64.047
1975,64.518
1976,64.994
1977,65.477
1978,65.964
1979,66.451
1980,66.926
1981,67.38
1982,67.802
1983,68.187
1984,68.529
1985,68.823
1986,69.065
1987,69.266
1988,69.436
1989,69.591
1990,69.75
1991,69.936
1992,70.161
1993,70.433
1994,70.752
1995,71.112
1996,71.497
1997,71.887
1998,72.264
1999,72.619
2000,72.945
2001,73.241
2002,73.517
2003,73.777
2004,74.026
2005,74.265
2006,74.5
2007,74.732
2008,74.962
2009,75.193
2010,75.424
2011,75.655
2012,75.882
2013,76.105
2014,76.322
2015,76.531
2016,76.732
2017,76.925
Country_Name,Comoros
1960,41.447
1961,41.846
1962,42.245
1963,42.644
1964,43.043
1965,43.446
1966,43.858
1967,44.283
1968,44.724
1969,45.179
1970,45.642
1971,46.103
1972,46.557
1973,47.001
1974,47.441
1975,47.887
1976,48.356
1977,48.86
1978,49.406
1979,49.992
1980,50.615
1981,51.265
1982,51.925
1983,52.58
1984,53.221
1985,53.843
1986,54.446
1987,55.033
1988,55.605
1989,56.154
1990,56.677
1991,57.168
1992,57.623
1993,58.038
1994,58.407
1995,58.722
1996,58.972
1997,59.16
1998,59.294
1999,59.388
2000,59.46
2001,59.529
2002,59.617
2003,59.738
2004,59.904
2005,60.126
2006,60.407
2007,60.734
2008,61.094
2009,61.475
2010,61.862
2011,62.24
2012,62.595
2013,62.922
2014,63.214
2015,63.471
2016,63.7
2017,63.912
Country_Name,Cabo Verde
1960,48.461
1961,48.66
1962,48.944
1963,49.323
1964,49.797
1965,50.345
1966,50.934
1967,51.532
1968,52.119
1969,52.698
1970,53.298
1971,53.97
1972,54.745
1973,55.631
1974,56.609
1975,57.63
1976,58.626
1977,59.535
1978,60.312
1979,60.941
1980,61.425
1981,61.794
1982,62.101
1983,62.392
1984,62.689
1985,63.004
1986,63.338
1987,63.678
1988,64.015
1989,64.349
1990,64.676
1991,64.992
1992,65.298
1993,65.598
1994,65.899
1995,66.224
1996,66.596
1997,67.026
1998,67.512
1999,68.041
2000,68.583
2001,69.099
2002,69.557
2003,69.932
2004,70.219
2005,70.424
2006,70.565
2007,70.676
2008,70.786
2009,70.911
2010,71.062
2011,71.243
2012,71.445
2013,71.661
2014,71.886
2015,72.117
2016,72.347
2017,72.57
Country_Name,Costa Rica
1960,60.381
1961,61.018
1962,61.638
1963,62.236
1964,62.807
1965,63.348
1966,63.862
1967,64.358
1968,64.847
1969,65.339
1970,65.844
1971,66.378
1972,66.943
1973,67.541
1974,68.17
1975,68.825
1976,69.501
1977,70.182
1978,70.853
1979,71.501
1980,72.113
1981,72.678
1982,73.193
1983,73.657
1984,74.07
1985,74.429
1986,74.738
1987,75.006
1988,75.243
1989,75.456
1990,75.654
1991,75.844
1992,76.028
1993,76.211
1994,76.394
1995,76.579
1996,76.765
1997,76.948
1998,77.124
1999,77.293
2000,77.452
2001,77.601
2002,77.74
2003,77.871
2004,77.996
2005,78.117
2006,78.239
2007,78.362
2008,78.491
2009,78.626
2010,78.769
2011,78.919
2012,79.074
2013,79.234
2014,79.398
2015,79.565
2016,79.738
2017,79.914
Country_Name,Caribbean small states
1960,62.74629519
1961,63.12613085
1962,63.47646595
1963,63.80444178
1964,64.11379144
1965,64.40772125
1966,64.68466791
1967,64.94362877
1968,65.18699218
1969,65.41992587
1970,65.64880861
1971,65.8803853
1972,66.11888398
1973,66.36497479
1974,66.61828619
1975,66.87568867
1976,67.13336448
1977,67.38520863
1978,67.62785215
1979,67.86143702
1980,68.08672611
1981,68.30313394
1982,68.51781657
1983,68.71895041
1984,68.92093741
1985,69.12268718
1986,69.32977081
1987,69.5487097
1988,69.76320106
1989,69.98418571
1990,70.19763108
1991,70.39400995
1992,70.58806645
1993,70.71253998
1994,70.83448987
1995,70.93752533
1996,71.02898984
1997,71.16377413
1998,71.21031996
1999,71.31027098
2000,71.41918539
2001,71.53800045
2002,71.71335996
2003,71.79198627
2004,71.92353854
2005,72.05570842
2006,72.1870242
2007,72.31605629
2008,72.44079122
2009,72.56174734
2010,72.67939477
2011,72.79529831
2012,72.91180346
2013,73.03014515
2014,73.15058462
2015,73.27301598
2016,73.39595639
2017,73.51749249
Country_Name,Cuba
1960,63.834
1961,64.446
1962,65.066
1963,65.695
1964,66.327
1965,66.956
1966,67.573
1967,68.171
1968,68.744
1969,69.29
1970,69.809
1971,70.306
1972,70.787
1973,71.255
1974,71.707
1975,72.138
1976,72.543
1977,72.915
1978,73.249
1979,73.543
1980,73.794
1981,74.004
1982,74.175
1983,74.315
1984,74.427
1985,74.511
1986,74.566
1987,74.595
1988,74.607
1989,74.615
1990,74.638
1991,74.696
1992,74.801
1993,74.957
1994,75.164
1995,75.412
1996,75.686
1997,75.964
1998,76.23
1999,76.475
2000,76.699
2001,76.905
2002,77.105
2003,77.303
2004,77.499
2005,77.688
2006,77.864
2007,78.019
2008,78.15
2009,78.256
2010,78.338
2011,78.4
2012,78.446
2013,78.485
2014,78.521
2015,78.561
2016,78.607
2017,78.662
Country_Name,Curacao
2006,74.7097561
2007,75.36341463
2008,75.3097561
2009,76.15609756
2011,77.47317073
2012,77.52439024
2013,77.82682927
2014,77.97560976
2015,78.07560976
2016,77.7195122
2017,78.01707317
Country_Name,Cayman Islands
2010,82.1902439
Country_Name,Cyprus
1960,69.618
1961,69.949
1962,70.272
1963,70.587
1964,70.895
1965,71.197
1966,71.491
1967,71.776
1968,72.052
1969,72.318
1970,72.576
1971,72.825
1972,73.067
1973,73.302
1974,73.53
1975,73.753
1976,73.971
1977,74.183
1978,74.39
1979,74.592
1980,74.79
1981,74.983
1982,75.173
1983,75.358
1984,75.54
1985,75.718
1986,75.893
1987,76.064
1988,76.231
1989,76.394
1990,76.554
1991,76.712
1992,76.866
1993,77.017
1994,77.166
1995,77.312
1996,77.456
1997,77.598
1998,77.738
1999,77.875
2000,78.009
2001,78.139
2002,78.264
2003,78.385
2004,78.506
2005,78.63
2006,78.764
2007,78.91
2008,79.071
2009,79.245
2010,79.43
2011,79.621
2012,79.812
2013,79.999
2014,80.178
2015,80.35
2016,80.513
2017,80.672
Country_Name,Czech Republic
1960,70.34878049
1961,70.51268293
1962,69.78682927
1963,70.30439024
1964,70.4595122
1965,70.16317073
1966,70.38487805
1967,70.26414634
1968,69.84073171
1969,69.36707317
1970,69.4402439
1971,69.67707317
1972,70.17658537
1973,70.02268293
1974,70.08658537
1975,70.41463415
1976,70.53268293
1977,70.57341463
1978,70.64390244
1979,70.7495122
1980,70.27804878
1981,70.72219512
1982,70.80780488
1983,70.59146341
1984,70.83756098
1985,71.04634146
1986,70.99731707
1987,71.44560976
1988,71.64146341
1989,71.67560976
1990,71.38390244
1991,71.89829268
1992,72.27170732
1993,72.76780488
1994,72.97268293
1995,73.07487805
1996,73.71463415
1997,73.82487805
1998,74.51463415
1999,74.66829268
2000,74.96829268
2001,75.17317073
2002,75.22195122
2003,75.17073171
2004,75.72195122
2005,75.92439024
2006,76.52439024
2007,76.72439024
2008,76.97560976
2009,77.07804878
2010,77.42439024
2011,77.87317073
2012,78.07560976
2013,78.17560976
2014,78.82439024
2015,78.57804878
2016,79.02682927
2017,79.47560976
Country_Name,Germany
1960,69.31002439
1961,69.508
1962,69.69153659
1963,69.85960976
1964,70.01370732
1965,70.15182927
1966,70.27141463
1967,70.374
1968,70.46509756
1969,70.55068293
1970,70.63978049
1971,70.74287805
1972,70.867
1973,71.01668293
1974,71.19541463
1975,71.40173171
1976,71.63414634
1977,71.88368293
1978,72.14329268
1979,72.40853659
1980,72.67790244
1981,72.95039024
1982,73.227
1983,73.50519512
1984,73.78292683
1985,74.05463415
1986,74.31373171
1987,74.55968293
1988,74.7924878
1989,75.01314634
1990,75.2277561
1991,75.3195122
1992,75.8195122
1993,75.87073171
1994,76.27073171
1995,76.42195122
1996,76.67317073
1997,77.07317073
1998,77.47560976
1999,77.72682927
2000,77.92682927
2001,78.32926829
2002,78.22926829
2003,78.3804878
2004,78.6804878
2005,78.93170732
2006,79.13170732
2007,79.53414634
2008,79.73658537
2009,79.83658537
2010,79.98780488
2011,80.43658537
2012,80.53902439
2013,80.4902439
2014,81.0902439
2015,80.64146341
2016,80.9902439
2017,80.9902439
Country_Name,Djibouti
1960,44.038
1961,44.469
1962,44.892
1963,45.309
1964,45.727
1965,46.166
1966,46.654
1967,47.203
1968,47.814
1969,48.476
1970,49.16
1971,49.827
1972,50.442
1973,50.982
1974,51.442
1975,51.832
1976,52.177
1977,52.513
1978,52.865
1979,53.241
1980,53.639
1981,54.049
1982,54.451
1983,54.828
1984,55.174
1985,55.488
1986,55.772
1987,56.032
1988,56.271
1989,56.488
1990,56.678
1991,56.831
1992,56.943
1993,57.017
1994,57.056
1995,57.065
1996,57.05
1997,57.022
1998,56.998
1999,56.992
2000,57.022
2001,57.1
2002,57.235
2003,57.427
2004,57.682
2005,57.991
2006,58.34
2007,58.719
2008,59.124
2009,59.561
2010,60.062
2011,60.667
2012,61.395
2013,62.239
2014,63.171
2015,64.136
2016,65.064
2017,65.893
Country_Name,Dominica
1982,71.46341463
1987,71.96341463
1992,73.95121951
1997,75.95121951
2002,76.59756098
Country_Name,Denmark
1960,72.17658537
1961,72.43829268
1962,72.3197561
1963,72.4004878
1964,72.48512195
1965,72.37073171
1966,72.44414634
1967,72.92219512
1968,73.12146341
1969,73.22097561
1970,73.34341463
1971,73.41463415
1972,73.43902439
1973,73.68219512
1974,73.80829268
1975,74.07512195
1976,73.7397561
1977,74.63243902
1978,74.39292683
1979,74.21926829
1980,74.10170732
1981,74.2304878
1982,74.55121951
1983,74.4204878
1984,74.56219512
1985,74.42756098
1986,74.5797561
1987,74.69121951
1988,74.77170732
1989,74.7997561
1990,74.80536585
1991,75.15780488
1992,75.19414634
1993,75.11682927
1994,75.37512195
1995,75.21268293
1996,75.59146341
1997,75.94512195
1998,76.13902439
1999,76.34146341
2000,76.59268293
2001,76.79268293
2002,76.89512195
2003,77.14390244
2004,77.49268293
2005,77.84390244
2006,78.09512195
2007,78.19512195
2008,78.44634146
2009,78.59756098
2010,79.1
2011,79.8
2012,80.05121951
2013,80.3
2014,80.7
2015,80.70243902
2016,80.85365854
2017,81.00487805
Country_Name,Dominican Republic
1960,51.602
1961,52.306
1962,52.997
1963,53.675
1964,54.34
1965,54.993
1966,55.635
1967,56.267
1968,56.889
1969,57.498
1970,58.093
1971,58.671
1972,59.229
1973,59.764
1974,60.277
1975,60.764
1976,61.226
1977,61.663
1978,62.079
1979,62.477
1980,62.861
1981,63.234
1982,63.601
1983,63.964
1984,64.326
1985,64.692
1986,65.065
1987,65.443
1988,65.822
1989,66.201
1990,66.574
1991,66.932
1992,67.272
1993,67.591
1994,67.887
1995,68.164
1996,68.425
1997,68.677
1998,68.925
1999,69.175
2000,69.429
2001,69.69
2002,69.957
2003,70.227
2004,70.499
2005,70.771
2006,71.041
2007,71.304
2008,71.559
2009,71.806
2010,72.046
2011,72.284
2012,72.523
2013,72.763
2014,73.003
2015,73.241
2016,73.471
2017,73.689
Country_Name,Algeria
1960,46.141
1961,46.599
1962,47.056
1963,47.509
1964,47.958
1965,48.394
1966,48.811
1967,49.21
1968,49.597
1969,49.982
1970,50.372
1971,50.773
1972,51.201
1973,51.676
1974,52.218
1975,52.866
1976,53.661
1977,54.609
1978,55.7
1979,56.909
1980,58.198
1981,59.519
1982,60.813
1983,62.029
1984,63.13
1985,64.087
1986,64.884
1987,65.545
1988,66.097
1989,66.554
1990,66.938
1991,67.27
1992,67.575
1993,67.877
1994,68.194
1995,68.54
1996,68.919
1997,69.323
1998,69.745
1999,70.183
2000,70.64
2001,71.116
2002,71.605
2003,72.101
2004,72.594
2005,73.072
2006,73.521
2007,73.936
2008,74.311
2009,74.644
2010,74.938
2011,75.199
2012,75.436
2013,75.661
2014,75.878
2015,76.09
2016,76.298
2017,76.499
Country_Name,East Asia & Pacific (excluding high income)
1960,45.613242
1961,46.05825602
1962,46.77432843
1963,47.79880987
1964,49.13719288
1965,50.71338457
1966,52.41280106
1967,54.10111591
1968,55.65976225
1969,57.03299279
1970,58.19554176
1971,59.16426008
1972,60.00715595
1973,60.7837749
1974,61.51220954
1975,62.2030763
1976,62.86278109
1977,63.48285704
1978,64.05795009
1979,64.58727736
1980,65.06898345
1981,65.50485617
1982,65.90065535
1983,66.25835637
1984,66.58140353
1985,66.87196543
1986,67.12958977
1987,67.35458539
1988,67.55037495
1989,67.72465377
1990,67.88613833
1991,68.04362499
1992,68.2032434
1993,68.37449275
1994,68.56247861
1995,68.77409377
1996,69.01087442
1997,69.27021848
1998,69.54577637
1999,69.83606723
2000,70.13617334
2001,70.44228545
2002,70.74836525
2003,71.05126647
2004,71.34881742
2005,71.64072954
2006,71.9275697
2007,72.2123464
2008,72.49664019
2009,72.78072414
2010,73.06626441
2011,73.35512026
2012,73.64529744
2013,73.93437703
2014,74.22047205
2015,74.49622762
2016,74.75561418
2017,74.9949516
Country_Name,Early-demographic dividend
1960,45.09103295
1961,45.74948261
1962,46.34451118
1963,46.87502691
1964,47.4565535
1965,48.02854072
1966,48.64376283
1967,49.18733993
1968,49.71646027
1969,50.23518057
1970,50.74960509
1971,51.26849598
1972,51.79385247
1973,52.33486401
1974,52.88476516
1975,53.44312193
1976,54.00403426
1977,54.55393695
1978,55.08695234
1979,55.5962868
1980,56.07845878
1981,56.53693199
1982,56.9800056
1983,57.4177879
1984,57.85392314
1985,58.29225549
1986,58.73195884
1987,59.17221342
1988,59.60848622
1989,60.04806468
1990,60.49144914
1991,60.92860747
1992,61.36308056
1993,61.79486377
1994,62.21514035
1995,62.61945264
1996,63.00585009
1997,63.37340855
1998,63.72623371
1999,64.0688947
2000,64.40316231
2001,64.73394174
2002,65.06525423
2003,65.40237957
2004,65.74837738
2005,66.10640966
2006,66.48058662
2007,66.86693197
2008,67.26282985
2009,67.6620701
2010,68.05645765
2011,68.4394018
2012,68.80377133
2013,69.14579799
2014,69.46162034
2015,69.74927422
2016,70.01206579
2017,70.2552611
Country_Name,East Asia & Pacific
1960,48.41589906
1961,48.9441675
1962,49.60789409
1963,50.5735983
1964,51.75893886
1965,53.11545966
1966,54.63641049
1967,56.10940538
1968,57.47091261
1969,58.70042924
1970,59.73985058
1971,60.65657691
1972,61.44844553
1973,62.14424362
1974,62.84398966
1975,63.51471196
1976,64.12508584
1977,64.70935722
1978,65.23399485
1979,65.72782056
1980,66.14415604
1981,66.56421393
1982,66.95963824
1983,67.28236449
1984,67.61493227
1985,67.90408529
1986,68.1723283
1987,68.40965336
1988,68.58177793
1989,68.77215715
1990,68.92754337
1991,69.09735411
1992,69.24523675
1993,69.4172772
1994,69.61721148
1995,69.79630149
1996,70.06449969
1997,70.3257515
1998,70.58485182
